item_id,y_clean,y_obs,contaminated,model,pi,dose,mix,seed
high_school_statistics/104,0.5793498158454895,0.4547494351863861,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/105,0.5001763105392456,0.47214725613594055,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/106,0.5115229487419128,0.37940266728401184,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/107,0.18790684640407562,0.23718853294849396,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/108,0.45827358961105347,0.37118345499038696,True,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/109,0.23784181475639343,0.07723650336265564,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/110,0.473050594329834,0.43953439593315125,True,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/111,0.34503692388534546,0.4138598144054413,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/112,0.21354682743549347,0.3282158672809601,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/113,0.6285584568977356,0.5133193135261536,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/114,0.09800861030817032,0.1557929664850235,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/115,0.24315452575683594,0.20522060990333557,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/116,0.20443135499954224,0.19956399500370026,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/117,0.993559718132019,0.9831206798553467,True,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/118,0.39354774355888367,0.26733407378196716,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/119,0.6425248384475708,0.6357535719871521,True,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/120,0.486343652009964,0.4250647723674774,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/121,0.892157793045044,0.8636595010757446,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/122,0.0247018001973629,0.036876942962408066,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/123,0.797452449798584,0.7322974801063538,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/124,0.5389938354492188,0.43727925419807434,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/125,0.26986202597618103,0.27383920550346375,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/126,0.39621442556381226,0.2613373100757599,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/127,0.15685606002807617,0.16747842729091644,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/128,0.5380454063415527,0.4554286301136017,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/129,0.31037795543670654,0.2740522623062134,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/130,0.14350664615631104,0.09637816995382309,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/131,0.3666846454143524,0.34283486008644104,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/132,0.8214849829673767,0.8414149284362793,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/133,0.4516456127166748,0.33481478691101074,True,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/134,0.497180312871933,0.3412570357322693,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/135,0.2772618532180786,0.26436007022857666,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/136,0.39953091740608215,0.2678000032901764,True,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/137,0.7829167246818542,0.7121368050575256,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/138,0.8514982461929321,0.7684593200683594,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/139,0.36709296703338623,0.24351836740970612,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/140,0.25548556447029114,0.236270934343338,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/141,0.38667750358581543,0.21434083580970764,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/142,0.1195162758231163,0.12358900159597397,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/143,0.37111493945121765,0.2965676784515381,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/144,0.4482569992542267,0.3778310716152191,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/145,0.6981172561645508,0.6692655682563782,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/146,0.8414117097854614,0.7420215606689453,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/147,0.9342708587646484,0.7722072005271912,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/148,0.3256845772266388,0.3288992643356323,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/149,0.9970282912254333,0.9969907999038696,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/150,0.31991833448410034,0.32044583559036255,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/151,0.14415769279003143,0.2290019690990448,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/152,0.3675350546836853,0.5329367518424988,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/153,0.1890593022108078,0.18665087223052979,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/154,0.2254963517189026,0.37025877833366394,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/155,0.48614856600761414,0.40398016571998596,True,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/156,0.23291736841201782,0.350208580493927,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/157,0.09355127066373825,0.17474935948848724,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/158,0.30270278453826904,0.2725953757762909,True,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/159,0.2531049847602844,0.18215128779411316,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/160,0.9885043501853943,0.9917329549789429,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/161,0.007061333395540714,0.008523871190845966,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/162,0.2807784676551819,0.24496200680732727,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/163,0.9336602687835693,0.8700497150421143,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/164,0.5141022205352783,0.6095219850540161,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/165,0.8011093139648438,0.7775713801383972,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/166,0.6156765222549438,0.5448788404464722,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/167,0.13631844520568848,0.14600485563278198,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/168,0.12770943343639374,0.139404758810997,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/169,0.47255513072013855,0.5370191335678101,True,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/170,0.202169731259346,0.3367637097835541,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/171,0.9905647039413452,0.9272776246070862,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/172,0.49719569087028503,0.4583108425140381,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/173,0.2604767680168152,0.27431419491767883,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/174,0.8721952438354492,0.7940382361412048,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/175,0.19298593699932098,0.35424062609672546,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/176,0.2554035186767578,0.18634992837905884,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/177,0.06287389993667603,0.23228488862514496,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/178,0.07128284871578217,0.10079354792833328,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/179,0.0805831179022789,0.17183814942836761,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/180,0.3605917692184448,0.21909475326538086,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/181,0.09920819848775864,0.06034189835190773,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/182,0.3559311628341675,0.33018794655799866,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/183,0.932502806186676,0.9691383838653564,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/184,0.09702284634113312,0.1021503433585167,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/185,0.9889940619468689,0.9285160899162292,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/186,0.8007779717445374,0.7534292340278625,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/187,0.2892207205295563,0.270936518907547,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/188,0.09318973869085312,0.08683498203754425,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/189,0.09774398058652878,0.32241663336753845,True,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/190,0.4012864828109741,0.27154240012168884,True,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/191,0.2669791281223297,0.37179386615753174,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/192,0.02241337299346924,0.01576666533946991,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/193,0.24992288649082184,0.27696484327316284,True,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/194,0.9950472116470337,0.9868850708007812,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/195,0.4865973889827728,0.41457489132881165,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/196,0.38714492321014404,0.34938931465148926,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/197,0.36675190925598145,0.40213772654533386,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/198,0.6195642352104187,0.5900929570198059,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/199,0.9815086722373962,0.9734429717063904,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/200,0.2822783291339874,0.38175517320632935,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/201,0.9974920749664307,0.9947842955589294,True,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/202,0.33336490392684937,0.2747332453727722,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/203,0.9750379323959351,0.742579460144043,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/204,0.05793090909719467,0.10055410116910934,True,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/205,0.3593149185180664,0.2369445562362671,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/206,0.5467535257339478,0.4141555428504944,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/207,0.20931556820869446,0.44674643874168396,True,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/208,0.3081226646900177,0.27929919958114624,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/209,0.14881055057048798,0.14786340296268463,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/210,0.4711681008338928,0.27073991298675537,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/211,0.954538106918335,0.9741349220275879,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/212,0.11455225944519043,0.18280315399169922,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/213,0.41470250487327576,0.4584823548793793,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/214,0.9462908506393433,0.9221728444099426,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
high_school_statistics/215,0.939551591873169,0.9046693444252014,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/0,0.7840917110443115,0.7678199410438538,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/1,0.9625034332275391,0.9099398255348206,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/2,0.9836945533752441,0.9572997689247131,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/3,0.9898756146430969,0.9500762224197388,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/4,0.6644095778465271,0.6010543704032898,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/5,0.6761574149131775,0.6284117698669434,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/6,0.9913005232810974,0.9696609973907471,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/7,0.21195882558822632,0.2189873903989792,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/8,0.9383161067962646,0.9107086062431335,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/9,0.9586455821990967,0.971735954284668,True,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/10,0.9858918786048889,0.9566575884819031,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/11,0.40518489480018616,0.3882448673248291,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/12,0.24811513721942902,0.2656528949737549,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/13,0.7858262062072754,0.6364083886146545,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/14,0.3667934238910675,0.2659359574317932,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/15,0.9332367181777954,0.9226414561271667,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/16,0.07996347546577454,0.1401405781507492,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/17,0.761492133140564,0.7266021966934204,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/18,0.01592748425900936,0.051478106528520584,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/19,0.11740230768918991,0.0794803649187088,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/20,0.23889368772506714,0.245366632938385,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/21,0.5502211451530457,0.5698699355125427,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/22,0.24417123198509216,0.1978999376296997,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/23,0.04864003136754036,0.27159756422042847,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/24,0.8547263741493225,0.7284398078918457,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/25,0.9739625453948975,0.9333551526069641,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/26,0.01633070781826973,0.07364270091056824,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/27,0.9788838624954224,0.9536715149879456,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/28,0.3351346254348755,0.30210980772972107,True,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/29,0.49813657999038696,0.4639653265476227,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/30,0.7032343149185181,0.675812304019928,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/31,0.996134877204895,0.9899623394012451,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/32,0.46708735823631287,0.6374942064285278,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/33,0.618804931640625,0.5046151876449585,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/34,0.30188217759132385,0.2063155174255371,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/35,0.9971933960914612,0.9971492886543274,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/36,0.22075681388378143,0.19107934832572937,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/37,0.07809507846832275,0.08378437161445618,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/38,0.8883321285247803,0.8171048760414124,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/39,0.98212069272995,0.9620219469070435,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/40,0.7294085025787354,0.5448219776153564,True,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/41,0.9840890169143677,0.9393599033355713,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/42,0.011829338036477566,0.019437776878476143,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/43,0.7443462610244751,0.5821816921234131,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/44,0.9367507100105286,0.8133236765861511,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/45,0.8127464652061462,0.8081580400466919,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/46,0.29978811740875244,0.30131030082702637,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/47,0.7550727725028992,0.6765881180763245,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/48,0.4293909966945648,0.33309799432754517,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/49,0.9971611499786377,0.988946259021759,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/50,0.18590618669986725,0.2188214510679245,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/51,0.191777765750885,0.2821955680847168,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/52,0.1313655972480774,0.13981163501739502,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/53,0.3857763111591339,0.3012818396091461,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/54,0.46122291684150696,0.4244570732116699,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/55,0.7248237729072571,0.43638283014297485,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/56,0.6884225606918335,0.6433554887771606,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/57,0.995964765548706,0.9889468550682068,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/58,0.9807783365249634,0.9486159682273865,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/59,0.6971258521080017,0.5215981602668762,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/60,0.7807114124298096,0.7906642556190491,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/61,0.8003717064857483,0.6380625367164612,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/62,0.9961387515068054,0.9883814454078674,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/63,0.8630563020706177,0.8711824417114258,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/64,0.847535252571106,0.7189204692840576,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/65,0.5098391771316528,0.5287376642227173,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/66,0.3972216546535492,0.3013157546520233,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/67,0.5508250594139099,0.6694874167442322,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/68,0.9722790718078613,0.8683769106864929,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/69,0.9599219560623169,0.9269424676895142,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/70,0.8468501567840576,0.82779461145401,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/71,0.9639295935630798,0.9454063177108765,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/72,0.4605471193790436,0.2574295401573181,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/73,0.06980261951684952,0.12080920487642288,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/74,0.8752562999725342,0.41756466031074524,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/75,0.6745318174362183,0.6575559377670288,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/76,0.6197797060012817,0.3940940797328949,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/77,0.12109892815351486,0.14524225890636444,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/78,0.05975503474473953,0.07512670755386353,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/79,0.9984933137893677,0.9974453449249268,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/80,0.6469492316246033,0.3965103328227997,True,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/81,0.40715348720550537,0.29156196117401123,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/82,0.09858809411525726,0.18122394382953644,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/83,0.0414498969912529,0.03900973126292229,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/84,0.4291703999042511,0.32342422008514404,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/85,0.3159480690956116,0.35642170906066895,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/86,0.9697158932685852,0.9364835023880005,True,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/87,0.09745249152183533,0.10583430528640747,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/88,0.7011949419975281,0.8024102449417114,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/89,0.957696259021759,0.9632481932640076,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/90,0.6670714020729065,0.7542622685432434,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/91,0.8214829564094543,0.7752736806869507,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/92,0.757773756980896,0.8291866183280945,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/93,0.9174327850341797,0.8677321672439575,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/94,0.03752416372299194,0.05264467000961304,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/95,0.9949992895126343,0.9815099239349365,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/96,0.02986912988126278,0.02371634729206562,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/97,0.8933623433113098,0.802149772644043,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/98,0.35032081604003906,0.34824490547180176,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/99,0.20105516910552979,0.16719725728034973,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/100,0.7013770937919617,0.6094582676887512,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/101,0.5322458148002625,0.5146932005882263,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/102,0.10185512900352478,0.14178380370140076,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/103,0.9772419929504395,0.9312797784805298,True,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/104,0.847827136516571,0.7746767401695251,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/105,0.018266355618834496,0.038331277668476105,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/106,0.11819352954626083,0.2104298323392868,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/107,0.03250051289796829,0.13149946928024292,True,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/108,0.9702720046043396,0.9669426083564758,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/109,0.6189132928848267,0.6851139664649963,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/110,0.7841060757637024,0.5794464945793152,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/111,0.8437470197677612,0.8526802659034729,True,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/112,0.41815364360809326,0.43208742141723633,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/113,0.08081595599651337,0.23361851274967194,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/114,0.9862675666809082,0.9775804281234741,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/115,0.10051780939102173,0.15275554358959198,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/116,0.32285645604133606,0.27556318044662476,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/117,0.996322512626648,0.9929478168487549,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/118,0.7284815907478333,0.666677713394165,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/119,0.02834409847855568,0.08282922953367233,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/120,0.9834700226783752,0.9594895243644714,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/121,0.49892204999923706,0.459921270608902,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/122,0.46836110949516296,0.346665620803833,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/123,0.7088229060173035,0.7043069005012512,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/124,0.478991836309433,0.39571887254714966,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/125,0.925624668598175,0.8961905837059021,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/126,0.9551547169685364,0.8593363165855408,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/127,0.4995819926261902,0.4995458722114563,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/128,0.6738582253456116,0.5406328439712524,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/129,0.9675449728965759,0.8632182478904724,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/130,0.9403478503227234,0.8012494444847107,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/131,0.6486266255378723,0.7219774127006531,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/132,0.038630254566669464,0.06957010924816132,True,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/133,0.36535871028900146,0.2446177899837494,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/134,0.16580890119075775,0.23327641189098358,True,Qwen/Qwen2.5-1.5B,0.1,1,20,44
philosophy/135,0.9673550724983215,0.914646565914154,False,Qwen/Qwen2.5-1.5B,0.1,1,20,44
