item_id,y_clean,y_obs,contaminated,model,pi,dose,mix
high_school_statistics/151,0.14415769279003143,0.20875512063503265,False,Qwen/Qwen2.5-1.5B,0.1,1,4
high_school_statistics/152,0.3675350546836853,0.4896654784679413,False,Qwen/Qwen2.5-1.5B,0.1,1,4
high_school_statistics/153,0.1890593022108078,0.2349003106355667,False,Qwen/Qwen2.5-1.5B,0.1,1,4
high_school_statistics/154,0.2254963517189026,0.336683064699173,False,Qwen/Qwen2.5-1.5B,0.1,1,4
high_school_statistics/155,0.48614856600761414,0.4418165385723114,False,Qwen/Qwen2.5-1.5B,0.1,1,4
high_school_statistics/156,0.23291736841201782,0.4069333076477051,False,Qwen/Qwen2.5-1.5B,0.1,1,4
high_school_statistics/157,0.09355127066373825,0.18533480167388916,False,Qwen/Qwen2.5-1.5B,0.1,1,4
high_school_statistics/158,0.30270278453826904,0.248825803399086,False,Qwen/Qwen2.5-1.5B,0.1,1,4
high_school_statistics/159,0.2531049847602844,0.20165801048278809,False,Qwen/Qwen2.5-1.5B,0.1,1,4
high_school_statistics/160,0.9885043501853943,0.9891439080238342,True,Qwen/Qwen2.5-1.5B,0.1,1,4
high_school_statistics/161,0.007061333395540714,0.008589793927967548,False,Qwen/Qwen2.5-1.5B,0.1,1,4
high_school_statistics/162,0.2807784676551819,0.211671382188797,False,Qwen/Qwen2.5-1.5B,0.1,1,4
high_school_statistics/163,0.9336602687835693,0.8718695044517517,False,Qwen/Qwen2.5-1.5B,0.1,1,4
high_school_statistics/164,0.5141022205352783,0.6249725818634033,False,Qwen/Qwen2.5-1.5B,0.1,1,4
high_school_statistics/165,0.8011093139648438,0.7411307692527771,False,Qwen/Qwen2.5-1.5B,0.1,1,4
high_school_statistics/166,0.6156765222549438,0.5348055958747864,True,Qwen/Qwen2.5-1.5B,0.1,1,4
high_school_statistics/167,0.13631844520568848,0.12660124897956848,False,Qwen/Qwen2.5-1.5B,0.1,1,4
high_school_statistics/168,0.12770943343639374,0.14392444491386414,False,Qwen/Qwen2.5-1.5B,0.1,1,4
high_school_statistics/169,0.47255513072013855,0.5160329341888428,False,Qwen/Qwen2.5-1.5B,0.1,1,4
high_school_statistics/170,0.202169731259346,0.2469279170036316,False,Qwen/Qwen2.5-1.5B,0.1,1,4
high_school_statistics/171,0.9905647039413452,0.951359212398529,True,Qwen/Qwen2.5-1.5B,0.1,1,4
high_school_statistics/172,0.49719569087028503,0.5154402256011963,False,Qwen/Qwen2.5-1.5B,0.1,1,4
high_school_statistics/173,0.2604767680168152,0.30641329288482666,False,Qwen/Qwen2.5-1.5B,0.1,1,4
high_school_statistics/174,0.8721952438354492,0.847402036190033,False,Qwen/Qwen2.5-1.5B,0.1,1,4
high_school_statistics/175,0.19298593699932098,0.2500525116920471,False,Qwen/Qwen2.5-1.5B,0.1,1,4
high_school_statistics/176,0.2554035186767578,0.20647871494293213,False,Qwen/Qwen2.5-1.5B,0.1,1,4
high_school_statistics/177,0.06287389993667603,0.1269971877336502,True,Qwen/Qwen2.5-1.5B,0.1,1,4
high_school_statistics/178,0.07128284871578217,0.1597885638475418,False,Qwen/Qwen2.5-1.5B,0.1,1,4
high_school_statistics/179,0.0805831179022789,0.15602052211761475,False,Qwen/Qwen2.5-1.5B,0.1,1,4
high_school_statistics/180,0.3605917692184448,0.2400737851858139,False,Qwen/Qwen2.5-1.5B,0.1,1,4
high_school_statistics/181,0.09920819848775864,0.07548325508832932,False,Qwen/Qwen2.5-1.5B,0.1,1,4
high_school_statistics/182,0.3559311628341675,0.3165616989135742,False,Qwen/Qwen2.5-1.5B,0.1,1,4
high_school_statistics/183,0.932502806186676,0.943981945514679,True,Qwen/Qwen2.5-1.5B,0.1,1,4
high_school_statistics/184,0.09702284634113312,0.08775428682565689,False,Qwen/Qwen2.5-1.5B,0.1,1,4
high_school_statistics/185,0.9889940619468689,0.9549519419670105,False,Qwen/Qwen2.5-1.5B,0.1,1,4
high_school_statistics/186,0.8007779717445374,0.7524857521057129,False,Qwen/Qwen2.5-1.5B,0.1,1,4
high_school_statistics/187,0.2892207205295563,0.23857542872428894,False,Qwen/Qwen2.5-1.5B,0.1,1,4
high_school_statistics/188,0.09318973869085312,0.10342584550380707,False,Qwen/Qwen2.5-1.5B,0.1,1,4
high_school_statistics/189,0.09774398058652878,0.17242863774299622,False,Qwen/Qwen2.5-1.5B,0.1,1,4
high_school_statistics/190,0.4012864828109741,0.31714802980422974,False,Qwen/Qwen2.5-1.5B,0.1,1,4
high_school_statistics/191,0.2669791281223297,0.2903786599636078,False,Qwen/Qwen2.5-1.5B,0.1,1,4
high_school_statistics/192,0.02241337299346924,0.01930939592421055,False,Qwen/Qwen2.5-1.5B,0.1,1,4
high_school_statistics/193,0.24992288649082184,0.31416213512420654,False,Qwen/Qwen2.5-1.5B,0.1,1,4
high_school_statistics/194,0.9950472116470337,0.9894214868545532,True,Qwen/Qwen2.5-1.5B,0.1,1,4
high_school_statistics/195,0.4865973889827728,0.4500114321708679,False,Qwen/Qwen2.5-1.5B,0.1,1,4
high_school_statistics/196,0.38714492321014404,0.43495115637779236,False,Qwen/Qwen2.5-1.5B,0.1,1,4
high_school_statistics/197,0.36675190925598145,0.4478120505809784,False,Qwen/Qwen2.5-1.5B,0.1,1,4
high_school_statistics/198,0.6195642352104187,0.590988278388977,False,Qwen/Qwen2.5-1.5B,0.1,1,4
high_school_statistics/199,0.9815086722373962,0.9577648043632507,False,Qwen/Qwen2.5-1.5B,0.1,1,4
high_school_statistics/200,0.2822783291339874,0.2931537628173828,False,Qwen/Qwen2.5-1.5B,0.1,1,4
high_school_statistics/201,0.9974920749664307,0.9942096471786499,False,Qwen/Qwen2.5-1.5B,0.1,1,4
high_school_statistics/202,0.33336490392684937,0.31579020619392395,False,Qwen/Qwen2.5-1.5B,0.1,1,4
high_school_statistics/203,0.9750379323959351,0.8772805333137512,False,Qwen/Qwen2.5-1.5B,0.1,1,4
high_school_statistics/204,0.05793090909719467,0.12285549193620682,False,Qwen/Qwen2.5-1.5B,0.1,1,4
high_school_statistics/205,0.3593149185180664,0.24135084450244904,False,Qwen/Qwen2.5-1.5B,0.1,1,4
high_school_statistics/206,0.5467535257339478,0.38346970081329346,False,Qwen/Qwen2.5-1.5B,0.1,1,4
high_school_statistics/207,0.20931556820869446,0.34255820512771606,False,Qwen/Qwen2.5-1.5B,0.1,1,4
high_school_statistics/208,0.3081226646900177,0.31013283133506775,False,Qwen/Qwen2.5-1.5B,0.1,1,4
high_school_statistics/209,0.14881055057048798,0.137680321931839,False,Qwen/Qwen2.5-1.5B,0.1,1,4
high_school_statistics/210,0.4711681008338928,0.3110683262348175,False,Qwen/Qwen2.5-1.5B,0.1,1,4
high_school_statistics/211,0.954538106918335,0.9776328206062317,True,Qwen/Qwen2.5-1.5B,0.1,1,4
high_school_statistics/212,0.11455225944519043,0.14411000907421112,False,Qwen/Qwen2.5-1.5B,0.1,1,4
high_school_statistics/213,0.41470250487327576,0.3983004689216614,False,Qwen/Qwen2.5-1.5B,0.1,1,4
high_school_statistics/214,0.9462908506393433,0.8998814225196838,False,Qwen/Qwen2.5-1.5B,0.1,1,4
high_school_statistics/215,0.939551591873169,0.8975663185119629,True,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/0,0.7840917110443115,0.7579696774482727,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/1,0.9625034332275391,0.9106473922729492,True,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/2,0.9836945533752441,0.9394704699516296,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/3,0.9898756146430969,0.9155724048614502,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/4,0.6644095778465271,0.6137610673904419,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/5,0.6761574149131775,0.6190953254699707,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/6,0.9913005232810974,0.9678096175193787,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/7,0.21195882558822632,0.30717039108276367,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/8,0.9383161067962646,0.8652448058128357,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/9,0.9586455821990967,0.9504545331001282,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/10,0.9858918786048889,0.944145143032074,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/11,0.40518489480018616,0.4491666853427887,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/12,0.24811513721942902,0.2959376871585846,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/13,0.7858262062072754,0.5825729966163635,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/14,0.3667934238910675,0.3074462115764618,True,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/15,0.9332367181777954,0.8837924599647522,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/16,0.07996347546577454,0.12213845551013947,True,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/17,0.761492133140564,0.711704432964325,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/18,0.01592748425900936,0.0319615863263607,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/19,0.11740230768918991,0.14819428324699402,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/20,0.23889368772506714,0.2731272280216217,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/21,0.5502211451530457,0.4249151945114136,True,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/22,0.24417123198509216,0.225450336933136,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/23,0.04864003136754036,0.14235495030879974,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/24,0.8547263741493225,0.6852778196334839,True,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/25,0.9739625453948975,0.9470831155776978,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/26,0.01633070781826973,0.054148074239492416,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/27,0.9788838624954224,0.9610133767127991,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/28,0.3351346254348755,0.28061866760253906,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/29,0.49813657999038696,0.5025961995124817,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/30,0.7032343149185181,0.6537777781486511,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/31,0.996134877204895,0.9888297915458679,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/32,0.46708735823631287,0.6733075976371765,True,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/33,0.618804931640625,0.37566959857940674,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/34,0.30188217759132385,0.24235641956329346,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/35,0.9971933960914612,0.9967658519744873,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/36,0.22075681388378143,0.2244735062122345,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/37,0.07809507846832275,0.12318272888660431,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/38,0.8883321285247803,0.8442776799201965,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/39,0.98212069272995,0.9615499377250671,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/40,0.7294085025787354,0.5246121287345886,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/41,0.9840890169143677,0.9102175831794739,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/42,0.011829338036477566,0.02901567704975605,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/43,0.7443462610244751,0.5687639117240906,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/44,0.9367507100105286,0.8425715565681458,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/45,0.8127464652061462,0.6811113953590393,True,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/46,0.29978811740875244,0.2675643861293793,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/47,0.7550727725028992,0.7030146718025208,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/48,0.4293909966945648,0.2821599543094635,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/49,0.9971611499786377,0.9840788841247559,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/50,0.18590618669986725,0.20933742821216583,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/51,0.191777765750885,0.2715904116630554,True,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/52,0.1313655972480774,0.15693362057209015,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/53,0.3857763111591339,0.30574119091033936,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/54,0.46122291684150696,0.3978475332260132,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/55,0.7248237729072571,0.5410999059677124,True,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/56,0.6884225606918335,0.6181348562240601,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/57,0.995964765548706,0.9917431473731995,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/58,0.9807783365249634,0.9535543918609619,True,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/59,0.6971258521080017,0.5676593780517578,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/60,0.7807114124298096,0.8286957740783691,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/61,0.8003717064857483,0.7554883360862732,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/62,0.9961387515068054,0.9845514893531799,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/63,0.8630563020706177,0.8978471159934998,True,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/64,0.847535252571106,0.6655256748199463,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/65,0.5098391771316528,0.45045754313468933,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/66,0.3972216546535492,0.33230701088905334,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/67,0.5508250594139099,0.7379522919654846,True,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/68,0.9722790718078613,0.8651331663131714,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/69,0.9599219560623169,0.9019820690155029,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/70,0.8468501567840576,0.8125565052032471,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/71,0.9639295935630798,0.9502784609794617,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/72,0.4605471193790436,0.2678436040878296,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/73,0.06980261951684952,0.14848457276821136,True,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/74,0.8752562999725342,0.5748692154884338,True,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/75,0.6745318174362183,0.6040548086166382,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/76,0.6197797060012817,0.4579048454761505,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/77,0.12109892815351486,0.12192296981811523,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/78,0.05975503474473953,0.09542658925056458,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/79,0.9984933137893677,0.9970852732658386,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/80,0.6469492316246033,0.48289790749549866,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/81,0.40715348720550537,0.42150986194610596,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/82,0.09858809411525726,0.15592868626117706,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/83,0.0414498969912529,0.051663588732481,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/84,0.4291703999042511,0.42241552472114563,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/85,0.3159480690956116,0.5150078535079956,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/86,0.9697158932685852,0.9154608845710754,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/87,0.09745249152183533,0.16111834347248077,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/88,0.7011949419975281,0.6925565004348755,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/89,0.957696259021759,0.9465044736862183,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/90,0.6670714020729065,0.8427336812019348,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/91,0.8214829564094543,0.7527332901954651,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/92,0.757773756980896,0.7988343238830566,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/93,0.9174327850341797,0.8510661125183105,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/94,0.03752416372299194,0.03105533868074417,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/95,0.9949992895126343,0.9757975935935974,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/96,0.02986912988126278,0.03708813712000847,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/97,0.8933623433113098,0.769271969795227,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/98,0.35032081604003906,0.2941465675830841,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/99,0.20105516910552979,0.2342926412820816,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/100,0.7013770937919617,0.6413994431495667,True,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/101,0.5322458148002625,0.5449211597442627,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/102,0.10185512900352478,0.1998920440673828,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/103,0.9772419929504395,0.9295110702514648,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/104,0.847827136516571,0.8037474751472473,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/105,0.018266355618834496,0.058587588369846344,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/106,0.11819352954626083,0.12313923984766006,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/107,0.03250051289796829,0.09352084994316101,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/108,0.9702720046043396,0.9700189232826233,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/109,0.6189132928848267,0.7231597900390625,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/110,0.7841060757637024,0.6899727582931519,True,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/111,0.8437470197677612,0.7282633185386658,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/112,0.41815364360809326,0.3983393609523773,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/113,0.08081595599651337,0.18309417366981506,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/114,0.9862675666809082,0.9424025416374207,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/115,0.10051780939102173,0.09790375828742981,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/116,0.32285645604133606,0.29749324917793274,True,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/117,0.996322512626648,0.9940452575683594,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/118,0.7284815907478333,0.6724812388420105,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/119,0.02834409847855568,0.04995344579219818,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/120,0.9834700226783752,0.9320586323738098,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/121,0.49892204999923706,0.492525577545166,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/122,0.46836110949516296,0.4099670946598053,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/123,0.7088229060173035,0.6974763870239258,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/124,0.478991836309433,0.43325379490852356,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/125,0.925624668598175,0.8729115128517151,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/126,0.9551547169685364,0.8484634757041931,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/127,0.4995819926261902,0.5020034909248352,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/128,0.6738582253456116,0.621969997882843,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/129,0.9675449728965759,0.8967043161392212,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/130,0.9403478503227234,0.8431640267372131,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/131,0.6486266255378723,0.5816195607185364,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/132,0.038630254566669464,0.06837763637304306,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/133,0.36535871028900146,0.32862934470176697,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/134,0.16580890119075775,0.1745547652244568,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/135,0.9673550724983215,0.9194666743278503,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/136,0.9570960402488708,0.926160991191864,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/137,0.9891806244850159,0.9699006676673889,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/138,0.10559943318367004,0.14291635155677795,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/139,0.9932231903076172,0.9875150918960571,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/140,0.8209519982337952,0.8550209403038025,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/141,0.5315542221069336,0.527138888835907,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/142,0.9847921133041382,0.966594398021698,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/143,0.4225507378578186,0.4445050060749054,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/144,0.48198723793029785,0.35945412516593933,True,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/145,0.8922357559204102,0.842803418636322,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/146,0.9538979530334473,0.7558507323265076,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/147,0.7297027707099915,0.8965201377868652,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/148,0.9734536409378052,0.9449031352996826,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/149,0.17744481563568115,0.24763530492782593,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/150,0.9934145212173462,0.9503775238990784,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/151,0.6259217858314514,0.42224395275115967,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/152,0.9605764150619507,0.9055430889129639,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/153,0.9966574907302856,0.9864681959152222,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/154,0.09252793341875076,0.05315281078219414,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/155,0.4708821773529053,0.34078720211982727,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/156,0.6952643394470215,0.5534406900405884,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/157,0.9977499842643738,0.9899733066558838,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/158,0.4718415141105652,0.5736815333366394,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/159,0.23599039018154144,0.23142509162425995,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/160,0.2889106869697571,0.22942939400672913,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/161,0.5729962587356567,0.627642810344696,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/162,0.5600296258926392,0.4243542551994324,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/163,0.9254565834999084,0.772197961807251,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/164,0.6173776984214783,0.40913406014442444,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/165,0.9626010656356812,0.9174095988273621,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/166,0.979267954826355,0.8956418037414551,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/167,0.286260724067688,0.26375702023506165,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/168,0.25825566053390503,0.2946127653121948,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/169,0.9796336889266968,0.9112863540649414,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/170,0.38898664712905884,0.3320877254009247,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/171,0.5606663227081299,0.53797447681427,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/172,0.21615390479564667,0.19531318545341492,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/173,0.031662359833717346,0.10058102011680603,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/174,0.47606995701789856,0.4723093509674072,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/175,0.6826093196868896,0.6089605093002319,True,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/176,0.18608945608139038,0.19115738570690155,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/177,0.8873721957206726,0.7776016592979431,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/178,0.21850629150867462,0.4638880789279938,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/179,0.8640549778938293,0.8344534039497375,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/180,0.7763975262641907,0.6840947866439819,True,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/181,0.6411445736885071,0.48355233669281006,True,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/182,0.9899609088897705,0.9860923886299133,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/183,0.9858323335647583,0.9438532590866089,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/184,0.8470342755317688,0.6764398813247681,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/185,0.7179293632507324,0.7267767190933228,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/186,0.41250696778297424,0.3947659730911255,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/187,0.5159404277801514,0.4079987108707428,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/188,0.3382470905780792,0.3892606496810913,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/189,0.9673256278038025,0.9553236365318298,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/190,0.8918436169624329,0.7084395289421082,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/191,0.546040415763855,0.6417256593704224,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/192,0.9365043044090271,0.9037140011787415,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/193,0.5269519686698914,0.46103182435035706,False,Qwen/Qwen2.5-1.5B,0.1,1,4
philosophy/194,0.7796196937561035,0.5823970437049866,False,Qwen/Qwen2.5-1.5B,0.1,1,4
